Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R22,Gain,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,157.825,-109.0,90.0,top
R23,4.7k,R_0603_1608Metric,160.825,-108.0,90.0,top
R24,Gain,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,173.825,-109.0,90.0,top
R25,4.7k,R_0603_1608Metric,170.825,-108.0,90.0,top
R26,1k,R_0603_1608Metric,154.825,-105.0,90.0,top
R27,1k,R_0603_1608Metric,154.825,-111.0,90.0,top
R28,1M,R_0603_1608Metric,178.825,-121.0,-90.0,top
R29,1M,R_0603_1608Metric,178.825,-128.0,-90.0,top
R3,2.2k,R_0603_1608Metric,111.1375,-87.25,90.0,top
R30,2M,R_0603_1608Metric,176.825,-118.0,-90.0,top
R31,2M,R_0603_1608Metric,176.825,-121.0,-90.0,top
R32,2M,R_0603_1608Metric,176.825,-125.0,-90.0,top
R33,2M,R_0603_1608Metric,176.825,-128.0,-90.0,top
R34,10k,R_0603_1608Metric,165.825,-119.0,180.0,top
R35,10k,R_0603_1608Metric,169.825,-128.0,0.0,top
R36,Gain,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,157.825,-123.0,90.0,top
R37,4.7k,R_0603_1608Metric,160.825,-122.0,90.0,top
R38,Gain,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,173.825,-123.0,90.0,top
R39,4.7k,R_0603_1608Metric,170.825,-122.0,90.0,top
R4,2.2k,R_0603_1608Metric,113.1375,-87.25,90.0,top
R40,1k,R_0603_1608Metric,154.825,-119.0,90.0,top
R41,1k,R_0603_1608Metric,154.825,-125.0,90.0,top
R42,1M,R_0603_1608Metric,179.0,-135.0,-90.0,top
R43,1M,R_0603_1608Metric,179.0,-142.0,-90.0,top
R44,2M,R_0603_1608Metric,177.0,-132.0,-90.0,top
R45,2M,R_0603_1608Metric,177.0,-135.0,-90.0,top
R46,2M,R_0603_1608Metric,177.0,-139.0,-90.0,top
R47,2M,R_0603_1608Metric,177.0,-142.0,-90.0,top
R48,10k,R_0603_1608Metric,166.0,-133.0,180.0,top
R49,10k,R_0603_1608Metric,170.0,-142.0,0.0,top
R5,2.2k,R_0603_1608Metric,115.1375,-87.25,90.0,top
R50,Gain,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,158.0,-137.0,90.0,top
R51,4.7k,R_0603_1608Metric,161.0,-136.0,90.0,top
R52,Gain,R_Axial_DIN0207_L6.3mm_D2.5mm_P7.62mm_Horizontal,174.0,-137.0,90.0,top
R53,4.7k,R_0603_1608Metric,171.0,-136.0,90.0,top
R54,1k,R_0603_1608Metric,155.0,-133.0,90.0,top
R55,1k,R_0603_1608Metric,155.0,-139.0,90.0,top
R56,2.2k,R_0603_1608Metric,139.46,-110.29,90.0,top
R57,2.2k,R_0603_1608Metric,140.96,-110.29,90.0,top
R58,100,R_0603_1608Metric,137.96,-106.79,90.0,top
R59,2.2k,R_0603_1608Metric,139.05,-124.7,90.0,top
R6,47k,R_0603_1608Metric,124.015,-119.38,180.0,top
R60,2.2k,R_0603_1608Metric,140.55,-124.7,90.0,top
R61,100,R_0603_1608Metric,137.55,-121.2,90.0,top
R62,2.2k,R_0603_1608Metric,139.05,-138.7,90.0,top
R63,2.2k,R_0603_1608Metric,140.55,-138.7,90.0,top
R64,100,R_0603_1608Metric,137.55,-135.2,90.0,top
R65,50k,R_0603_1608Metric,130.75,-65.5,-90.0,top
R66,10k,R_0603_1608Metric,138.25,-65.5,-90.0,top
R67,1.8k,R_0603_1608Metric,136.25,-65.5,-90.0,top
R7,47k,R_0603_1608Metric,124.015,-124.46,180.0,top
R8,47k,R_0603_1608Metric,124.015,-116.84,180.0,top
R9,47k,R_0603_1608Metric,124.015,-121.92,180.0,top
U1,Teensy4.1,Teensy41_breakout,154.0,-83.0,180.0,top
U10,AP7313-18SAG,SOT-23,118.1875,-56.0,90.0,top
U2,TCA9548APWR,TSSOP-24_4.4x7.8mm_P0.65mm,114.0,-78.0,270.0,top
U3,TL072,SOIC-8_3.9x4.9mm_P1.27mm,165.825,-109.0,270.0,top
U4,TL072,SOIC-8_3.9x4.9mm_P1.27mm,165.825,-123.0,270.0,top
U5,TL072,SOIC-8_3.9x4.9mm_P1.27mm,166.0,-137.0,270.0,top
U6,SGTL5000XNLA3,QFN-20-1EP_3x3mm_P0.4mm_EP1.65x1.65mm,134.41,-110.59,270.0,top
U7,SGTL5000XNLA3,QFN-20-1EP_3x3mm_P0.4mm_EP1.65x1.65mm,134.0,-125.0,270.0,top
U8,SGTL5000XNLA3,QFN-20-1EP_3x3mm_P0.4mm_EP1.65x1.65mm,134.0,-139.0,270.0,top
U9,TPS54331DR,SOIC-8_3.9x4.9mm_P1.27mm,125.25,-62.5,270.0,top
